Archivo,Name,Folder,Media,Desviacion estandar,Valor minimo,Valor maximo,Numero de bordes
30,LOTR (30).png,LOTR,15.131741415895062,26.255257630547177,0.0,208.0,31886
31,LOTR (31).png,LOTR,13.415013020833333,16.837773050122934,0.0,153.0,5225
32,LOTR (32).png,LOTR,33.6141372492284,33.41110326314995,0.0,183.0,9474
33,LOTR (33).png,LOTR,49.54571518132716,50.69521006094895,0.0,205.0,14522
34,LOTR (34).png,LOTR,13.282418016975308,21.94828715251895,0.0,206.0,6644
35,LOTR (35).png,LOTR,29.73593074845679,38.85782532014555,0.0,174.0,6488
36,LOTR (36).png,LOTR,17.315213638117285,23.588932157261944,0.0,191.0,3700
37,LOTR (37).png,LOTR,47.094820119598765,48.07290211349096,0.0,205.0,7336
38,LOTR (38).png,LOTR,36.06054591049383,35.010619755312185,0.0,221.0,18992
39,LOTR (39).png,LOTR,30.68268325617284,36.28590662201961,0.0,205.0,24905
40,LOTR (40).png,LOTR,32.356806037808646,35.814928694648714,0.0,211.0,7354
41,LOTR (41).png,LOTR,47.43269820601852,49.74055996017906,0.0,205.0,82035
42,LOTR (42).png,LOTR,25.27809702932099,43.701209489512934,0.0,222.0,17865
43,LOTR (43).png,LOTR,17.64065200617284,20.408178483999116,0.0,213.0,9771
44,LOTR (44).png,LOTR,26.169843750000002,20.30185479686963,0.0,193.0,8255
45,LOTR (45).png,LOTR,86.1241473765432,56.126259972438156,0.0,191.0,6543
46,LOTR (46).png,LOTR,24.721861014660494,29.164614565857892,0.0,218.0,9946
47,LOTR (47).png,LOTR,36.976040702160496,41.50072195363264,0.0,190.0,7280
48,LOTR (48).png,LOTR,55.57352912808642,54.629863529947215,0.0,196.0,16486
49,LOTR (49).png,LOTR,70.12533179012345,60.17512686336965,0.0,210.0,58878
50,LOTR (50).png,LOTR,96.0837890625,75.97248077560276,0.0,200.0,28190
51,LOTR (51).png,LOTR,65.93779658564814,66.89001492804421,0.0,219.0,85396
52,LOTR (52).png,LOTR,74.26209587191359,76.4001786341973,0.0,206.0,17589
53,LOTR (53).png,LOTR,58.94861255787037,61.1628226733124,0.0,216.0,31852
54,LOTR (54).png,LOTR,67.39675298996914,62.79727762822477,0.0,214.0,78811
55,LOTR (55).png,LOTR,67.10857301311728,62.998408021102094,0.0,219.0,77928
56,LOTR (56).png,LOTR,53.18729938271605,57.73661531164551,0.0,222.0,53316
57,LOTR (57).png,LOTR,39.56564236111111,36.56156974273192,0.0,219.0,18525
58,LOTR (58).png,LOTR,27.775666473765433,36.427358594548096,0.0,213.0,63441
59,LOTR (59).png,LOTR,22.211053722993828,26.928199993301657,0.0,209.0,7893
60,LOTR (60).png,LOTR,23.688363233024692,28.547726539756905,0.0,167.0,8110
61,LOTR (61).png,LOTR,30.020214602623458,24.16696168067558,0.0,199.0,7118
62,LOTR (62).png,LOTR,70.22501832561728,65.35957591819917,0.0,228.0,95440
63,LOTR (63).png,LOTR,19.926156442901235,34.489951268262175,0.0,201.0,8429
64,LOTR (64).png,LOTR,41.75442370756173,38.02177718844519,0.0,228.0,30812
65,LOTR (65).png,LOTR,32.655057388117285,34.322052298052014,0.0,169.0,12030
66,LOTR (66).png,LOTR,36.456148244598765,29.65677700812513,0.0,206.0,7717
67,LOTR (67).png,LOTR,56.84985001929012,45.6824574980171,0.0,188.0,7883
68,LOTR (68).png,LOTR,24.356005497685185,29.76440856011777,0.0,150.0,3130
69,LOTR (69).png,LOTR,50.65102237654321,36.02208351134004,0.0,149.0,9900
70,LOTR (70).png,LOTR,64.52723765432098,42.13323036387883,0.0,205.0,14475
71,LOTR (71).png,LOTR,23.689211516203706,19.284584746374467,0.0,215.0,11963
72,LOTR (72).png,LOTR,38.86886911651235,31.6453324120383,0.0,188.0,12783
73,LOTR (73).png,LOTR,18.65070987654321,23.044937453657557,0.0,142.0,31056
74,LOTR (74).png,LOTR,39.11795042438272,37.2606356347516,0.0,206.0,24942
75,LOTR (75).png,LOTR,36.30109230324074,40.77268514032702,0.0,196.0,26256
76,LOTR (76).png,LOTR,22.990176022376545,20.51576512986274,0.0,197.0,34107
77,LOTR (77).png,LOTR,35.25567515432099,39.395806275420526,0.0,217.0,14752
78,LOTR (78).png,LOTR,40.34183304398148,44.186795941405606,0.0,225.0,12328
79,LOTR (79).png,LOTR,35.54640383873457,41.01680510432472,0.0,223.0,47260
80,LOTR (80).png,LOTR,76.01279031635802,70.79470756763403,0.0,244.0,116992
81,LOTR (81).png,LOTR,41.214321952160496,47.41506316990812,0.0,232.0,68671
82,LOTR (82).png,LOTR,18.65868103780864,21.606473940964392,0.0,226.0,5420
83,LOTR (83).png,LOTR,58.8449184992284,56.57148944814577,0.0,220.0,26828
84,LOTR (84).png,LOTR,33.22226128472222,44.2420880043231,0.0,236.0,116942
85,LOTR (85).png,LOTR,70.22501832561728,65.35957591819917,0.0,228.0,95440
86,LOTR (86).png,LOTR,41.75442370756173,38.02177718844519,0.0,228.0,30812
87,LOTR (87).png,LOTR,36.456148244598765,29.65677700812513,0.0,206.0,7717
88,LOTR (88).png,LOTR,92.08983603395062,74.77050347628116,0.0,214.0,12900
89,LOTR (89).png,LOTR,77.56904465663581,57.71558155279529,0.0,225.0,30522
90,LOTR (90).png,LOTR,77.56904465663581,57.71558155279529,0.0,225.0,30522
91,LOTR (91).png,LOTR,50.862775366512345,43.0168330905644,0.0,227.0,24682
92,LOTR (92).png,LOTR,70.50706404320988,61.24907184090582,0.0,223.0,19333
93,LOTR (93).png,LOTR,32.15380787037037,32.73907897624926,0.0,192.0,8938
94,LOTR (94).png,LOTR,15.490965952932099,19.19046131143986,0.0,201.0,23605
95,LOTR (95).png,LOTR,97.85449701003087,71.57741768798789,0.0,198.0,9360
96,LOTR (96).png,LOTR,41.27464699074074,44.594667099228026,0.0,213.0,18660
97,LOTR (97).png,LOTR,21.362717496141975,32.68668554038458,0.0,169.0,20300
98,LOTR (98).png,LOTR,39.25273148148148,40.54264354320161,0.0,187.0,8542
99,LOTR (99).png,LOTR,23.7842756558642,25.922913279852526,0.0,199.0,12730
100,LOTR (100).png,LOTR,71.99498890817901,60.75188584992099,0.0,214.0,16768
1,nba (1).png,NBA,175.2751456404321,67.4230976603515,0.0,255.0,60778
2,nba (2).png,NBA,88.520792341821,53.275039682503746,0.0,254.0,20705
3,nba (3).png,NBA,105.49237461419753,48.04115561501112,0.0,255.0,280376
4,nba (4).png,NBA,165.75618778935186,28.81050611978757,0.0,255.0,54078
5,nba (5).png,NBA,62.20623553240741,46.22302469388129,0.0,254.0,82161
6,nba (6).png,NBA,78.40322145061728,48.8990766811645,1.0,253.0,54954
7,nba (7).png,NBA,79.99095244984568,52.288704575518196,0.0,255.0,82389
8,nba (8).png,NBA,133.9695563271605,66.00878251631505,0.0,255.0,209810
9,nba (9).png,NBA,149.5052309992284,62.730954281188986,0.0,255.0,373327
10,nba (10).png,NBA,73.27350067515432,56.332029806515955,0.0,255.0,283449
11,nba (11).png,NBA,32.60921055169753,42.08642839214254,0.0,255.0,118629
12,nba (12).png,NBA,175.2926417824074,34.57146024523424,1.0,229.0,39545
13,nba (13).png,NBA,142.0737712191358,59.13753462952923,0.0,253.0,110088
14,nba (14).png,NBA,147.9248760609568,57.39053159294744,0.0,255.0,243744
15,nba (15).png,NBA,135.74686535493828,62.20106145024096,0.0,255.0,299096
16,nba (16).png,NBA,110.6889028742284,40.14796984361321,4.0,255.0,4528
17,nba (17).png,NBA,42.961105324074076,53.8825378607656,0.0,255.0,102787
18,nba (18).png,NBA,120.91636140046296,91.54250090575859,0.0,255.0,109201
19,nba (19).png,NBA,30.254073591820987,43.22965820275197,0.0,255.0,40340
20,nba (20).png,NBA,144.66146074459877,57.57519816164191,0.0,254.0,78642
21,nba (21).png,NBA,175.75027777777777,62.25650883624021,0.0,255.0,167542
22,nba (22).png,NBA,144.59538580246914,53.54059773149055,0.0,255.0,542563
23,nba (23).png,NBA,145.89874373070987,46.369115529250735,1.0,253.0,93251
24,nba (24).png,NBA,154.45866030092594,50.48952899116764,0.0,255.0,145172
25,nba (25).png,NBA,114.04623553240741,65.56557342099588,0.0,255.0,416820
26,nba (26).png,NBA,156.28860001929013,24.96727811214149,3.0,254.0,28790
27,nba (27).png,NBA,78.2585759066358,65.66586539580737,0.0,255.0,355707
28,nba (28).png,NBA,127.65886091820988,60.60098994365987,0.0,255.0,298206
29,nba (29).png,NBA,57.835991994598764,56.446896836118505,0.0,255.0,508051
30,nba (30).png,NBA,88.93347463348766,54.41140858384886,13.0,234.0,55222
31,nba (31).png,NBA,154.88693431712963,56.65591600605768,0.0,254.0,294580
32,nba (32).png,NBA,67.9382282021605,56.26783269990938,0.0,255.0,280744
33,nba (33).png,NBA,27.208796296296295,37.552384203831146,0.0,229.0,90950
34,nba (34).png,NBA,127.11870659722223,35.21469061312826,0.0,254.0,347694
35,nba (35).png,NBA,66.42389274691358,42.03686737932789,0.0,254.0,306240
36,nba (36).png,NBA,93.32412856867285,48.98529572758505,5.0,255.0,3810
37,nba (37).png,NBA,137.61119550540124,64.13255065396706,0.0,255.0,239036
38,nba (38).png,NBA,162.44248842592592,46.31727084167762,0.0,255.0,261585
39,nba (39).png,NBA,131.53360869984567,66.05157737506818,0.0,255.0,249496
40,nba (40).png,NBA,67.35380111882716,22.866458474104512,0.0,176.0,108863
41,nba (41).png,NBA,155.49152970679012,90.51993244561876,0.0,255.0,143385
42,nba (42).png,NBA,161.4273360339506,57.41339252680718,0.0,255.0,187460
43,nba (43).png,NBA,166.08061197916666,52.8368107359064,0.0,254.0,66370
44,nba (44).png,NBA,110.54040750385802,55.3479147641378,0.0,255.0,374344
45,nba (45).png,NBA,91.95641396604938,69.77246677823118,0.0,254.0,138214
46,nba (46).png,NBA,12.076429398148148,26.444273852406106,0.0,255.0,50713
47,nba (47).png,NBA,133.7102734375,33.910299517415076,5.0,255.0,199504
48,nba (48).png,NBA,51.21693479938272,33.97982555874431,8.0,252.0,14900
49,nba (49).png,NBA,169.98826581790124,62.71692054869598,0.0,255.0,486749
50,nba (50).png,NBA,105.59412181712963,52.30307715512796,0.0,239.0,55396
51,nba (51).png,NBA,122.61588252314814,64.50796484927623,0.0,255.0,496128
52,nba (52).png,NBA,118.76387297453704,55.260163002595014,0.0,255.0,306200
53,nba (53).png,NBA,75.21984182098765,52.552239552258904,0.0,255.0,29417
54,nba (54).png,NBA,75.02231626157408,52.41825867714895,0.0,255.0,27373
55,nba (55).png,NBA,90.6766623263889,48.04464959249514,0.0,242.0,34917
56,nba (56).png,NBA,131.85077980324075,60.3974437603852,0.0,255.0,46583
57,nba (57).png,NBA,80.40931664737654,53.02449903563611,0.0,255.0,25660
58,nba (58).png,NBA,90.2104972029321,77.28037866717669,0.0,255.0,137132
59,nba (59).png,NBA,124.34424141589507,49.12631317815313,0.0,255.0,70774
60,nba (60).png,NBA,170.64425733024692,62.83049665415065,0.0,255.0,106474
61,nba (61).png,NBA,111.66205825617284,77.82197639038247,0.0,255.0,51340
62,nba (62).png,NBA,11.758494405864198,26.988117557253084,0.0,254.0,9815
63,nba (63).png,NBA,123.38040171682098,51.477611725327364,0.0,255.0,147708
64,nba (64).png,NBA,103.16721161265433,47.13289024187703,4.0,249.0,83704
65,nba (65).png,NBA,77.9925815007716,72.6429721634926,0.0,255.0,58400
66,nba (66).png,NBA,126.77483217592592,60.64046440055428,0.0,252.0,78596
67,nba (67).png,NBA,116.11211612654321,31.150280253536398,0.0,255.0,22870
68,nba (68).png,NBA,89.5555999228395,53.05834102169232,2.0,255.0,66761
69,nba (69).png,NBA,37.02272328317901,38.01654582815355,0.0,255.0,105599
70,nba (70).png,NBA,221.92277584876544,50.755276609954485,2.0,255.0,16891
71,nba (71).png,NBA,107.19562017746914,68.75222489743891,0.0,255.0,133125
72,nba (72).png,NBA,225.6303486689815,47.95275408351038,0.0,255.0,26410
73,nba (73).png,NBA,127.15211467978395,28.492244520127258,2.0,254.0,31639
74,nba (74).png,NBA,173.7703703703704,45.390890119524634,0.0,255.0,215230
75,nba (75).png,NBA,179.9975429205247,29.77711662694631,1.0,240.0,4004
76,nba (76).png,NBA,159.25154031635802,62.9929770623854,0.0,255.0,312216
77,nba (77).png,NBA,184.74791956018518,43.62663039964787,0.0,254.0,32683
78,nba (78).png,NBA,60.372344232253084,46.990426283853765,0.0,255.0,443149
79,nba (79).png,NBA,99.66332272376543,85.48011586000248,0.0,255.0,299893
80,nba (80).png,NBA,156.97567177854938,72.49651099694012,0.0,255.0,53926
81,nba (81).png,NBA,178.17234133873458,46.77864160824026,0.0,252.0,216468
82,nba (82).png,NBA,105.15111545138889,55.58385740268081,1.0,254.0,165878
83,nba (83).png,NBA,105.33930989583334,79.299585689795,0.0,255.0,87026
84,nba (84).png,NBA,133.111222029321,53.093689560742874,3.0,246.0,89778
85,nba (85).png,NBA,62.30387972608025,42.24713675092585,0.0,252.0,222143
86,nba (86).png,NBA,130.7195355902778,40.51498901627396,12.0,222.0,6324
87,nba (87).png,NBA,88.76916425540124,61.80519514927554,0.0,255.0,12755
88,nba (88).png,NBA,128.92968605324074,69.95122869360063,0.0,255.0,329793
89,nba (89).png,NBA,81.33316454475309,53.27839809116647,0.0,234.0,162543
90,nba (90).png,NBA,143.53635754243828,75.82185278560573,0.0,239.0,68225
91,nba (91).png,NBA,109.47646508487655,61.31878202678362,0.0,247.0,78158
92,nba (92).png,NBA,70.6223080632716,62.14893257997478,0.0,255.0,59983
93,nba (93).png,NBA,75.01434799382716,61.24140699800218,0.0,255.0,210394
94,nba (94).png,NBA,166.71914737654322,66.04083100655926,0.0,255.0,84822
95,nba (95).png,NBA,185.63717496141976,15.171187372068548,4.0,254.0,29008
96,nba (96).png,NBA,44.850551215277775,38.35592691198541,0.0,255.0,102779
97,nba (97).png,NBA,44.80050974151235,45.17182109177255,0.0,255.0,195004
98,nba (98).png,NBA,36.33511284722222,49.36719392228811,0.0,252.0,154396
99,nba (99).png,NBA,79.64198013117284,44.48872309099636,0.0,255.0,55240
100,nba (100).png,NBA,156.72428867669754,52.27317327688441,1.0,254.0,238102
1,OnePiece (1).png,onePiece_fotos,191.9580724344136,53.53215320157008,0.0,255.0,165562
2,OnePiece (2).png,onePiece_fotos,150.74313512731482,74.54725706404516,0.0,255.0,71139
3,OnePiece (3).png,onePiece_fotos,139.91453655478395,57.84413989647489,0.0,255.0,70730
4,OnePiece (4).png,onePiece_fotos,131.29159336419752,47.34038711753469,0.0,255.0,186721
5,OnePiece (5).png,onePiece_fotos,170.92482156635802,65.73433255230208,0.0,255.0,68038
6,OnePiece (6).png,onePiece_fotos,166.00625819830248,69.34636991886228,0.0,255.0,59624
7,OnePiece (7).png,onePiece_fotos,159.39955488040124,64.95546391292798,7.0,255.0,168720
8,OnePiece (8).png,onePiece_fotos,159.67578269675926,62.33642551763321,0.0,255.0,75590
9,OnePiece (9).png,onePiece_fotos,164.53664544753087,61.91618590216421,0.0,255.0,149345
10,OnePiece (10).png,onePiece_fotos,178.19708912037038,45.016723223776495,0.0,255.0,80934
11,OnePiece (11).png,onePiece_fotos,151.02979648919754,67.1665579442147,0.0,255.0,132847
12,OnePiece (12).png,onePiece_fotos,60.668745177469134,67.10964223572078,0.0,255.0,36324
13,OnePiece (13).png,onePiece_fotos,83.14381992669753,59.170766706786566,0.0,255.0,98075
14,OnePiece (14).png,onePiece_fotos,152.86178433641976,69.90602796864644,0.0,255.0,58721
15,OnePiece (15).png,onePiece_fotos,64.70030285493827,42.383986973385724,0.0,252.0,112679
16,OnePiece (16).png,onePiece_fotos,107.60550684799382,84.02017410878815,0.0,255.0,70940
17,OnePiece (17).png,onePiece_fotos,124.50045331790123,67.14722353500277,0.0,255.0,53529
18,OnePiece (18).png,onePiece_fotos,198.15516541280866,61.73321828138829,0.0,255.0,89363
19,OnePiece (19).png,onePiece_fotos,84.9534022955247,62.618932413552386,0.0,255.0,171263
20,OnePiece (20).png,onePiece_fotos,101.0941300154321,72.89114060130369,0.0,255.0,103748
21,OnePiece (21).png,onePiece_fotos,159.21442274305556,47.382868113009806,0.0,255.0,45911
22,OnePiece (22).png,onePiece_fotos,175.95351128472223,69.86211413273205,0.0,255.0,172279
23,OnePiece (23).png,onePiece_fotos,188.51754822530864,57.453123032502575,0.0,255.0,64153
24,OnePiece (24).png,onePiece_fotos,170.7334837962963,50.99616711813985,0.0,255.0,62347
25,OnePiece (25).png,onePiece_fotos,115.04616657021606,67.28805764970838,0.0,255.0,154406
26,OnePiece (26).png,onePiece_fotos,160.89256172839507,43.10556845764099,0.0,255.0,90151
27,OnePiece (27).png,onePiece_fotos,92.15423804012346,65.91254714191375,0.0,255.0,35039
28,OnePiece (28).png,onePiece_fotos,154.08403935185186,52.69670663453775,0.0,255.0,55842
29,OnePiece (29).png,onePiece_fotos,93.99288628472222,31.172481013908662,0.0,255.0,42702
30,OnePiece (30).png,onePiece_fotos,142.88685860339507,55.22636496194708,0.0,255.0,67267
31,OnePiece (31).png,onePiece_fotos,132.69866319444444,98.24798738409976,0.0,255.0,68972
32,OnePiece (32).png,onePiece_fotos,103.47720823688272,48.201868438553625,0.0,255.0,70909
33,OnePiece (33).png,onePiece_fotos,59.06198591820988,27.696818171686253,0.0,255.0,22630
34,OnePiece (34).png,onePiece_fotos,3.7512654320987657,25.014350941575742,0.0,255.0,12419
35,OnePiece (35).png,onePiece_fotos,125.30452546296297,60.831046424277886,0.0,255.0,152161
36,OnePiece (36).png,onePiece_fotos,19.88046055169753,58.05654825340887,0.0,255.0,62566
37,OnePiece (37).png,onePiece_fotos,132.6271301118827,68.6199134533718,0.0,255.0,90162
38,OnePiece (38).png,onePiece_fotos,162.64994212962964,33.43919637724893,0.0,255.0,133871
39,OnePiece (39).png,onePiece_fotos,139.8117476851852,59.89609239004517,0.0,255.0,161547
40,OnePiece (40).png,onePiece_fotos,225.40495177469137,34.26651169387755,0.0,255.0,48948
41,OnePiece (41).png,onePiece_fotos,135.94399016203704,50.10950672679466,0.0,255.0,14704
42,OnePiece (42).png,onePiece_fotos,182.0236762152778,44.327524391735885,0.0,255.0,120902
43,OnePiece (43).png,onePiece_fotos,165.33419994212963,62.334669495741124,0.0,255.0,123684
44,OnePiece (44).png,onePiece_fotos,148.3748403742284,60.18505330237262,0.0,255.0,91129
45,OnePiece (45).png,onePiece_fotos,99.92810281635802,37.60396652209282,0.0,255.0,68086
46,OnePiece (46).png,onePiece_fotos,149.61255353009258,109.88860942778796,0.0,255.0,9599
47,OnePiece (47).png,onePiece_fotos,140.7976138117284,44.4710938278207,0.0,255.0,41811
48,OnePiece (48).png,onePiece_fotos,144.09271749614197,71.12470636651413,0.0,255.0,76510
49,OnePiece (49).png,onePiece_fotos,250.33480999228397,9.97661057462128,62.0,255.0,5648
50,OnePiece (50).png,onePiece_fotos,45.333504050925924,65.12403732293764,0.0,255.0,94609
51,OnePiece (51).png,onePiece_fotos,186.05507040895063,37.70566565974127,0.0,255.0,62262
52,OnePiece (52).png,onePiece_fotos,163.72115740740742,41.413023508296,0.0,255.0,64593
53,OnePiece (53).png,onePiece_fotos,134.95496576003086,55.5339841001045,0.0,255.0,46274
54,OnePiece (54).png,onePiece_fotos,100.52679446373457,54.95020146326133,0.0,255.0,88099
55,OnePiece (55).png,onePiece_fotos,160.34855758101853,50.30255234065022,0.0,255.0,77402
56,OnePiece (56).png,onePiece_fotos,112.72233651620371,92.81074497093523,0.0,255.0,44775
57,OnePiece (57).png,onePiece_fotos,165.24659191743828,62.21379162417063,0.0,255.0,84853
58,OnePiece (58).png,onePiece_fotos,189.4462717013889,47.461266615426574,0.0,255.0,80805
59,OnePiece (59).png,onePiece_fotos,174.89905044367285,35.12891898067911,0.0,255.0,32193
60,OnePiece (60).png,onePiece_fotos,112.1806143904321,62.60690651526479,0.0,255.0,52699
61,OnePiece (61).png,onePiece_fotos,162.4249324845679,58.355056904888336,0.0,255.0,74340
62,OnePiece (62).png,onePiece_fotos,194.4459693287037,71.96946637118353,0.0,255.0,97670
63,OnePiece (63).png,onePiece_fotos,147.42976417824073,74.49622119808186,0.0,255.0,124098
64,OnePiece (64).png,onePiece_fotos,116.29088638117284,67.69860179556642,0.0,255.0,55172
65,OnePiece (65).png,onePiece_fotos,188.7299508101852,64.93880058121927,0.0,255.0,80040
